state,district,crop_type,season,land_area_hectares,soil_type,ndvi_current,ndvi_30day_avg,rainfall_mm,avg_temperature_c,past_yield_ton_per_hectare,agri_trust_score
Haryana,Karnal,Maize,Rabi,5.18,Black,0.695,0.868,533.2,27.7,1.59,80.03
Haryana,Karnal,Maize,Kharif,6.6,Red,0.784,0.53,658.8,17.3,4.81,76.28
Uttar Pradesh,Kanpur,Sugarcane,Rabi,6.5,Red,0.768,0.383,918.4,30.1,3.7,96.67
Haryana,Karnal,Sugarcane,Rabi,13.87,Black,0.595,0.779,439.0,17.2,5.97,70.5
Punjab,Amritsar,Maize,Kharif,4.69,Red,0.621,0.898,99.9,34.5,1.64,44.38
Karnataka,Belagavi,Cotton,Kharif,3.06,Black,0.439,0.318,911.2,21.8,3.22,72.58
Uttar Pradesh,Lucknow,Cotton,Kharif,12.45,Black,0.731,0.293,152.4,28.6,1.51,46.88
Uttar Pradesh,Kanpur,Wheat,Kharif,2.01,Loamy,0.592,0.371,191.0,20.7,2.26,36.24
Uttar Pradesh,Kanpur,Maize,Rabi,8.27,Alluvial,0.751,0.602,975.8,17.5,5.11,94.68
Karnataka,Belagavi,Wheat,Kharif,14.38,Alluvial,0.636,0.292,101.2,22.0,5.64,50.82
Haryana,Hisar,Maize,Kharif,1.69,Red,0.263,0.317,68.2,21.7,2.53,20.59
Karnataka,Belagavi,Cotton,Kharif,3.59,Black,0.544,0.304,528.8,25.0,2.62,60.18
Punjab,Amritsar,Cotton,Kharif,11.72,Black,0.771,0.55,710.1,16.9,5.25,80.29
Karnataka,Mysuru,Maize,Kharif,7.6,Alluvial,0.631,0.78,675.1,24.1,3.09,82.99
Haryana,Hisar,Rice,Kharif,8.91,Alluvial,0.81,0.495,810.1,35.1,1.3,73.53
Karnataka,Mysuru,Wheat,Rabi,6.3,Loamy,0.501,0.444,384.1,26.7,5.73,73.89
Punjab,Amritsar,Maize,Rabi,2.62,Alluvial,0.729,0.461,924.6,24.7,1.75,85.42
Haryana,Karnal,Cotton,Kharif,5.66,Black,0.306,0.439,77.9,27.6,5.48,52.18
Maharashtra,Pune,Sugarcane,Rabi,11.64,Black,0.795,0.748,191.6,23.4,2.07,57.26
Haryana,Hisar,Maize,Rabi,4.96,Black,0.295,0.779,186.7,23.5,1.04,35.34
Uttar Pradesh,Lucknow,Maize,Kharif,7.18,Red,0.327,0.409,335.2,39.8,2.63,27.98
Punjab,Ludhiana,Rice,Kharif,6.94,Loamy,0.584,0.617,611.0,15.9,5.09,67.66
Haryana,Hisar,Wheat,Kharif,3.06,Black,0.689,0.613,482.8,21.6,5.54,78.48
Punjab,Ludhiana,Maize,Kharif,4.49,Loamy,0.846,0.331,243.8,30.0,3.83,65.22
Karnataka,Mysuru,Maize,Rabi,12.99,Loamy,0.658,0.867,207.5,26.5,4.72,75.68
Haryana,Hisar,Cotton,Kharif,6.75,Red,0.651,0.527,829.0,38.3,3.94,76.51
Punjab,Amritsar,Sugarcane,Rabi,1.88,Red,0.563,0.653,843.2,38.9,5.37,83.24
Maharashtra,Nagpur,Sugarcane,Rabi,7.17,Black,0.651,0.555,652.4,37.2,1.83,60.03
Haryana,Karnal,Wheat,Rabi,2.92,Alluvial,0.609,0.212,236.4,15.1,1.9,22.13
Punjab,Amritsar,Cotton,Rabi,12.55,Alluvial,0.672,0.856,473.1,21.8,1.61,64.22
Maharashtra,Nagpur,Sugarcane,Kharif,12.71,Black,0.264,0.266,888.7,25.2,4.44,76.93
Uttar Pradesh,Kanpur,Maize,Kharif,2.96,Loamy,0.625,0.377,652.6,22.9,2.74,67.43
Maharashtra,Nagpur,Wheat,Kharif,3.0,Black,0.752,0.724,271.0,23.1,4.55,70.92
Haryana,Hisar,Rice,Kharif,13.27,Loamy,0.253,0.512,626.8,31.9,5.98,75.1
Karnataka,Belagavi,Maize,Rabi,1.68,Red,0.778,0.656,618.5,29.5,1.83,80.7
Maharashtra,Pune,Sugarcane,Kharif,5.32,Alluvial,0.531,0.363,753.8,32.2,1.59,64.9
Karnataka,Belagavi,Sugarcane,Kharif,13.71,Alluvial,0.479,0.768,316.5,15.2,5.28,52.59
Punjab,Ludhiana,Maize,Kharif,6.0,Black,0.254,0.77,435.3,27.2,2.32,59.91
Karnataka,Belagavi,Cotton,Kharif,14.57,Black,0.499,0.893,330.2,15.2,4.84,54.9
Haryana,Karnal,Cotton,Rabi,1.99,Alluvial,0.744,0.791,910.0,28.6,4.52,100.0
Maharashtra,Pune,Maize,Kharif,13.72,Alluvial,0.797,0.291,933.4,15.3,5.11,81.99
Karnataka,Belagavi,Wheat,Kharif,9.48,Alluvial,0.861,0.706,253.8,39.3,2.54,50.58
Haryana,Karnal,Maize,Kharif,1.5,Red,0.688,0.453,124.4,38.4,3.95,40.58
Karnataka,Mysuru,Maize,Kharif,4.32,Loamy,0.795,0.401,566.7,33.5,3.49,72.64
Uttar Pradesh,Kanpur,Wheat,Kharif,9.03,Red,0.889,0.863,840.8,17.7,5.97,100.0
Uttar Pradesh,Kanpur,Rice,Rabi,8.93,Black,0.537,0.797,472.6,38.7,1.07,46.3
Haryana,Hisar,Sugarcane,Kharif,4.77,Red,0.461,0.444,771.1,24.0,5.78,86.69
Punjab,Ludhiana,Wheat,Kharif,1.95,Red,0.744,0.504,998.2,32.4,5.75,100.0
Maharashtra,Nagpur,Cotton,Kharif,1.61,Loamy,0.636,0.253,116.6,30.5,3.96,49.22
Maharashtra,Nagpur,Rice,Kharif,13.71,Alluvial,0.656,0.803,416.5,39.6,4.4,62.66
Punjab,Ludhiana,Cotton,Rabi,8.17,Red,0.808,0.788,346.0,19.1,2.89,61.93
Maharashtra,Nagpur,Sugarcane,Kharif,13.54,Black,0.261,0.382,467.2,29.9,2.64,51.45
Punjab,Amritsar,Cotton,Rabi,10.16,Alluvial,0.513,0.695,843.7,16.0,4.24,74.72
Uttar Pradesh,Lucknow,Sugarcane,Rabi,10.43,Red,0.268,0.775,988.8,24.3,3.53,88.44
Haryana,Hisar,Cotton,Rabi,9.98,Alluvial,0.657,0.468,258.4,21.0,5.0,58.61
Uttar Pradesh,Kanpur,Wheat,Kharif,6.76,Alluvial,0.502,0.248,747.3,17.5,4.82,64.23
Karnataka,Belagavi,Sugarcane,Kharif,8.11,Alluvial,0.421,0.362,120.1,33.0,2.45,32.04
Uttar Pradesh,Kanpur,Rice,Kharif,4.21,Black,0.587,0.557,276.2,17.9,2.06,38.38
Punjab,Amritsar,Cotton,Kharif,0.95,Loamy,0.401,0.291,150.6,25.8,2.39,36.39
Haryana,Hisar,Sugarcane,Rabi,1.12,Red,0.555,0.236,484.0,30.7,4.72,67.72
Punjab,Amritsar,Sugarcane,Rabi,14.97,Alluvial,0.449,0.499,460.8,17.0,4.87,53.58
Punjab,Ludhiana,Cotton,Kharif,13.4,Red,0.371,0.669,808.1,28.5,2.69,82.56
Uttar Pradesh,Kanpur,Sugarcane,Kharif,2.77,Loamy,0.472,0.297,52.1,21.5,1.44,20.75
Punjab,Ludhiana,Sugarcane,Rabi,5.5,Red,0.543,0.3,162.6,36.6,4.15,38.19
Punjab,Ludhiana,Maize,Kharif,5.95,Loamy,0.492,0.403,896.7,23.6,1.87,72.68
Haryana,Karnal,Wheat,Kharif,11.6,Black,0.861,0.88,783.4,22.2,2.1,90.21
Maharashtra,Pune,Maize,Rabi,11.86,Red,0.556,0.303,925.3,17.7,3.62,70.8
Maharashtra,Nagpur,Wheat,Rabi,9.4,Black,0.534,0.38,945.1,34.8,4.89,86.3
Haryana,Hisar,Wheat,Rabi,10.71,Black,0.622,0.58,609.6,31.4,5.84,89.15
Karnataka,Belagavi,Maize,Rabi,13.06,Alluvial,0.745,0.867,111.1,15.7,1.88,38.1
Haryana,Karnal,Sugarcane,Rabi,7.93,Red,0.781,0.85,743.2,34.0,2.6,86.75
Karnataka,Belagavi,Sugarcane,Kharif,9.37,Alluvial,0.209,0.25,273.0,27.3,3.07,41.16
Haryana,Karnal,Wheat,Rabi,9.73,Alluvial,0.37,0.852,296.5,36.8,4.19,52.43
Karnataka,Belagavi,Rice,Rabi,12.87,Black,0.585,0.889,676.9,24.4,4.82,93.45
Haryana,Hisar,Rice,Kharif,8.02,Loamy,0.837,0.877,602.6,17.6,3.87,79.9
Punjab,Ludhiana,Wheat,Rabi,9.77,Loamy,0.281,0.578,153.3,23.0,5.02,47.05
Uttar Pradesh,Lucknow,Sugarcane,Kharif,14.41,Alluvial,0.687,0.479,316.9,20.9,4.4,59.67
Punjab,Ludhiana,Maize,Rabi,9.0,Black,0.892,0.322,568.5,17.7,3.62,65.19
Punjab,Ludhiana,Maize,Kharif,4.75,Alluvial,0.367,0.661,153.8,38.8,2.47,27.81
Karnataka,Mysuru,Cotton,Rabi,4.81,Black,0.338,0.865,576.2,23.6,1.22,59.57
Haryana,Hisar,Cotton,Rabi,11.49,Black,0.784,0.478,145.9,34.8,3.77,51.94
Punjab,Amritsar,Sugarcane,Kharif,6.71,Loamy,0.365,0.558,725.2,30.3,2.71,71.94
Haryana,Karnal,Maize,Rabi,0.64,Loamy,0.761,0.247,548.1,33.5,2.21,60.27
Maharashtra,Nagpur,Maize,Kharif,1.76,Alluvial,0.455,0.777,844.5,36.6,1.18,66.27
Haryana,Karnal,Sugarcane,Rabi,13.62,Black,0.56,0.236,617.6,23.4,2.03,57.33
Karnataka,Mysuru,Wheat,Kharif,9.11,Red,0.395,0.301,944.1,18.0,4.37,70.41
Karnataka,Belagavi,Wheat,Rabi,8.82,Black,0.556,0.565,576.9,38.7,1.27,47.38
Haryana,Karnal,Rice,Rabi,6.96,Red,0.763,0.269,311.8,24.3,1.52,49.22
Karnataka,Belagavi,Sugarcane,Rabi,7.0,Red,0.898,0.262,726.4,36.3,5.98,87.6
Maharashtra,Nagpur,Cotton,Kharif,5.72,Red,0.458,0.797,742.7,32.6,2.4,75.89
Karnataka,Mysuru,Sugarcane,Kharif,1.89,Alluvial,0.381,0.795,762.0,39.8,4.22,68.81
Uttar Pradesh,Lucknow,Sugarcane,Rabi,7.64,Loamy,0.793,0.418,889.9,25.1,4.47,99.25
Maharashtra,Nagpur,Cotton,Rabi,9.87,Black,0.314,0.657,992.2,21.8,3.31,81.18
Karnataka,Belagavi,Cotton,Rabi,4.22,Loamy,0.43,0.627,913.1,20.9,4.39,84.13
Uttar Pradesh,Lucknow,Sugarcane,Kharif,10.78,Red,0.619,0.273,861.8,16.0,2.18,58.48
Haryana,Hisar,Rice,Kharif,7.92,Black,0.706,0.488,713.5,36.5,5.79,84.53
Karnataka,Belagavi,Wheat,Kharif,13.13,Loamy,0.823,0.426,663.1,37.2,3.54,71.91
Punjab,Ludhiana,Sugarcane,Kharif,1.4,Black,0.698,0.706,218.3,31.7,2.39,57.55
Maharashtra,Nagpur,Sugarcane,Rabi,13.11,Red,0.428,0.518,984.3,38.1,5.88,86.34
Punjab,Ludhiana,Maize,Kharif,13.18,Black,0.591,0.232,896.3,23.7,2.71,76.25
Uttar Pradesh,Kanpur,Wheat,Rabi,2.58,Alluvial,0.587,0.638,867.2,27.1,4.23,99.2
Maharashtra,Nagpur,Wheat,Kharif,0.71,Red,0.832,0.68,299.7,37.2,1.43,49.85
Karnataka,Mysuru,Rice,Rabi,10.0,Loamy,0.408,0.73,435.2,18.1,4.7,57.99
Uttar Pradesh,Lucknow,Sugarcane,Kharif,10.47,Black,0.782,0.339,591.5,33.5,2.0,64.42
Uttar Pradesh,Lucknow,Rice,Rabi,4.35,Black,0.52,0.752,861.1,25.3,4.98,99.56
Karnataka,Belagavi,Sugarcane,Rabi,9.85,Black,0.74,0.657,427.6,39.8,1.21,46.16
Punjab,Ludhiana,Wheat,Kharif,8.6,Red,0.354,0.51,460.1,34.3,5.71,64.09
Punjab,Ludhiana,Sugarcane,Kharif,8.88,Loamy,0.487,0.898,70.1,22.6,2.39,44.15
Maharashtra,Pune,Cotton,Kharif,5.81,Alluvial,0.375,0.509,815.7,36.1,5.79,79.39
Uttar Pradesh,Kanpur,Wheat,Kharif,2.92,Red,0.758,0.692,531.2,22.7,3.3,76.29
Karnataka,Mysuru,Wheat,Rabi,4.51,Black,0.23,0.323,667.7,19.0,3.41,48.56
Punjab,Ludhiana,Rice,Rabi,6.86,Loamy,0.828,0.684,392.6,35.1,4.69,74.96
Uttar Pradesh,Lucknow,Sugarcane,Rabi,5.55,Loamy,0.658,0.292,828.9,24.3,4.15,85.12
Punjab,Amritsar,Sugarcane,Kharif,4.13,Alluvial,0.252,0.788,890.6,19.1,2.55,68.0
Punjab,Ludhiana,Maize,Rabi,2.91,Alluvial,0.327,0.711,893.6,24.8,1.68,75.9
Maharashtra,Pune,Cotton,Rabi,13.35,Alluvial,0.81,0.883,500.3,22.4,4.85,88.49
Haryana,Karnal,Sugarcane,Rabi,14.3,Alluvial,0.711,0.294,138.2,36.1,5.01,47.99
Karnataka,Mysuru,Wheat,Rabi,14.02,Alluvial,0.319,0.561,199.9,26.1,2.0,41.39
Haryana,Karnal,Rice,Kharif,5.61,Red,0.357,0.418,50.5,23.1,1.39,22.62
Punjab,Ludhiana,Maize,Kharif,7.63,Alluvial,0.559,0.752,710.6,20.9,1.13,65.34
Maharashtra,Nagpur,Maize,Rabi,14.17,Alluvial,0.585,0.4,219.9,15.7,4.12,37.47
Karnataka,Mysuru,Maize,Rabi,14.43,Red,0.559,0.205,411.2,15.2,2.19,30.6
Uttar Pradesh,Kanpur,Rice,Rabi,9.21,Alluvial,0.443,0.643,859.5,22.2,1.39,69.91
Karnataka,Belagavi,Wheat,Kharif,6.77,Alluvial,0.863,0.497,53.3,38.4,1.07,29.84
Karnataka,Belagavi,Sugarcane,Rabi,9.46,Red,0.743,0.808,287.2,33.5,2.54,62.27
Maharashtra,Nagpur,Rice,Kharif,14.06,Alluvial,0.583,0.203,803.8,32.3,2.63,70.22
Uttar Pradesh,Lucknow,Maize,Rabi,14.72,Red,0.581,0.828,606.1,32.3,1.15,68.49
Uttar Pradesh,Kanpur,Rice,Kharif,5.1,Black,0.783,0.531,528.4,20.7,4.24,73.7
Uttar Pradesh,Lucknow,Rice,Kharif,1.16,Alluvial,0.743,0.293,801.1,37.2,5.31,81.53
Haryana,Karnal,Rice,Kharif,3.71,Red,0.665,0.517,289.7,16.0,5.45,53.94
Karnataka,Mysuru,Rice,Rabi,5.86,Loamy,0.418,0.462,805.4,23.9,5.61,86.3
Uttar Pradesh,Lucknow,Maize,Kharif,9.93,Red,0.798,0.545,222.6,34.2,5.6,68.28
Karnataka,Belagavi,Maize,Rabi,8.11,Red,0.623,0.71,98.5,21.9,2.78,46.18
Punjab,Ludhiana,Maize,Kharif,14.22,Red,0.415,0.206,356.6,24.6,4.81,54.75
Punjab,Amritsar,Rice,Kharif,8.37,Black,0.623,0.786,127.7,27.1,5.47,73.39
Uttar Pradesh,Kanpur,Wheat,Rabi,8.67,Black,0.232,0.761,101.8,38.4,2.06,21.73
Maharashtra,Nagpur,Rice,Rabi,4.54,Alluvial,0.556,0.387,147.5,35.0,4.51,45.06
Punjab,Amritsar,Cotton,Kharif,14.02,Black,0.399,0.66,626.4,30.9,5.39,82.94
Haryana,Karnal,Rice,Rabi,6.51,Alluvial,0.787,0.421,508.2,27.2,4.09,82.33
Maharashtra,Nagpur,Maize,Rabi,7.73,Loamy,0.624,0.314,202.9,26.5,5.22,62.93
Punjab,Ludhiana,Wheat,Kharif,4.19,Black,0.334,0.302,240.1,21.7,5.34,45.34
Maharashtra,Pune,Rice,Rabi,4.18,Black,0.763,0.497,277.4,34.9,5.11,64.75
Maharashtra,Nagpur,Sugarcane,Kharif,1.47,Alluvial,0.718,0.774,89.3,24.4,3.79,60.7
Uttar Pradesh,Kanpur,Sugarcane,Kharif,1.69,Black,0.517,0.556,373.0,25.3,3.75,64.0
Uttar Pradesh,Lucknow,Cotton,Kharif,3.47,Red,0.554,0.819,875.2,33.8,4.49,94.48
Maharashtra,Pune,Sugarcane,Rabi,14.42,Red,0.843,0.886,140.3,26.1,3.16,70.67
Uttar Pradesh,Kanpur,Cotton,Kharif,2.39,Alluvial,0.327,0.854,206.2,33.1,1.92,42.5
Karnataka,Belagavi,Sugarcane,Rabi,1.28,Alluvial,0.683,0.392,966.8,30.1,4.23,98.99
Punjab,Ludhiana,Wheat,Rabi,13.39,Red,0.291,0.631,707.6,31.4,2.58,67.44
Punjab,Amritsar,Maize,Rabi,14.23,Loamy,0.827,0.365,299.6,39.5,2.18,40.95
Punjab,Amritsar,Maize,Rabi,1.36,Alluvial,0.858,0.697,148.3,30.6,3.1,65.17
Maharashtra,Pune,Sugarcane,Kharif,1.33,Red,0.261,0.467,177.5,27.0,4.04,47.89
Uttar Pradesh,Kanpur,Cotton,Kharif,11.31,Red,0.236,0.262,584.9,24.4,4.5,59.36
Haryana,Hisar,Rice,Kharif,14.5,Red,0.334,0.212,356.2,18.7,3.74,34.9
Uttar Pradesh,Kanpur,Maize,Kharif,14.48,Red,0.422,0.287,940.8,25.0,1.47,70.34
Maharashtra,Pune,Rice,Kharif,7.33,Black,0.363,0.369,427.5,17.8,1.89,32.35
Maharashtra,Nagpur,Wheat,Rabi,6.42,Black,0.37,0.337,675.5,36.2,2.99,53.7
Punjab,Amritsar,Rice,Kharif,7.3,Loamy,0.806,0.399,396.8,28.2,3.3,74.12
Haryana,Karnal,Sugarcane,Rabi,13.92,Loamy,0.757,0.819,468.5,35.6,5.27,81.54
Haryana,Karnal,Maize,Kharif,12.09,Red,0.898,0.369,107.4,22.1,1.89,43.68
Karnataka,Belagavi,Maize,Kharif,5.27,Black,0.446,0.8,599.1,39.3,4.14,63.67
Uttar Pradesh,Lucknow,Cotton,Rabi,9.61,Alluvial,0.564,0.471,123.2,18.3,1.06,23.57
Karnataka,Mysuru,Rice,Rabi,11.09,Red,0.539,0.262,118.7,37.9,1.0,16.55
Karnataka,Mysuru,Wheat,Kharif,14.64,Black,0.339,0.75,691.1,39.4,5.67,70.72
Karnataka,Belagavi,Wheat,Rabi,3.64,Red,0.533,0.235,993.3,26.2,6.0,100.0
Uttar Pradesh,Lucknow,Maize,Rabi,14.88,Black,0.45,0.231,381.4,37.8,1.42,28.1
Punjab,Amritsar,Rice,Rabi,14.07,Red,0.72,0.681,466.6,21.0,4.4,73.55
Haryana,Karnal,Sugarcane,Kharif,11.41,Alluvial,0.792,0.542,958.7,18.0,1.53,76.86
Maharashtra,Nagpur,Sugarcane,Rabi,13.9,Loamy,0.341,0.792,344.5,33.4,5.87,67.51
Karnataka,Belagavi,Wheat,Rabi,9.31,Loamy,0.785,0.48,744.6,18.5,1.88,67.11
Punjab,Amritsar,Wheat,Kharif,9.82,Alluvial,0.307,0.894,876.2,30.2,5.17,98.35
Maharashtra,Pune,Cotton,Rabi,14.26,Red,0.803,0.867,744.8,25.3,2.03,91.77
Haryana,Hisar,Rice,Rabi,8.48,Alluvial,0.679,0.42,571.3,23.5,4.48,76.23
Karnataka,Belagavi,Maize,Kharif,11.67,Alluvial,0.58,0.866,102.0,22.3,2.1,46.15
Uttar Pradesh,Kanpur,Rice,Rabi,11.08,Alluvial,0.868,0.795,675.9,28.5,3.38,99.95
Uttar Pradesh,Kanpur,Sugarcane,Rabi,10.5,Black,0.84,0.34,830.1,38.7,2.87,72.35
Uttar Pradesh,Kanpur,Cotton,Kharif,3.58,Loamy,0.512,0.605,211.4,32.9,4.45,56.07
Maharashtra,Pune,Maize,Rabi,2.54,Red,0.669,0.415,815.7,31.2,2.55,80.93
Punjab,Amritsar,Wheat,Kharif,6.57,Red,0.675,0.886,994.3,16.8,3.77,91.94
Karnataka,Belagavi,Wheat,Kharif,9.15,Loamy,0.529,0.839,682.7,18.3,3.6,72.22
Punjab,Amritsar,Sugarcane,Rabi,9.67,Black,0.744,0.847,653.9,25.5,3.11,90.46
Uttar Pradesh,Lucknow,Cotton,Kharif,1.36,Red,0.551,0.216,221.6,24.7,3.76,47.96
Punjab,Ludhiana,Wheat,Kharif,7.44,Loamy,0.622,0.594,774.9,23.0,2.87,79.72
Uttar Pradesh,Kanpur,Cotton,Kharif,8.38,Red,0.606,0.772,534.1,33.2,2.25,68.06
Punjab,Ludhiana,Cotton,Rabi,6.11,Red,0.594,0.51,613.6,27.5,2.59,76.17
Maharashtra,Pune,Maize,Rabi,9.91,Black,0.897,0.825,886.4,31.1,2.35,100.0
Karnataka,Mysuru,Maize,Rabi,6.82,Loamy,0.828,0.721,985.6,19.9,3.5,97.58
Uttar Pradesh,Lucknow,Sugarcane,Kharif,1.78,Loamy,0.542,0.828,482.9,16.7,2.0,51.21
Uttar Pradesh,Kanpur,Wheat,Kharif,5.33,Alluvial,0.423,0.264,888.6,32.3,4.12,77.84
Karnataka,Belagavi,Maize,Kharif,3.13,Red,0.854,0.478,641.1,35.5,1.9,68.4
Karnataka,Belagavi,Cotton,Rabi,2.95,Black,0.607,0.518,545.9,37.6,3.42,59.39
Haryana,Karnal,Wheat,Kharif,6.93,Black,0.412,0.549,529.3,34.6,1.62,49.51
Maharashtra,Nagpur,Rice,Rabi,11.49,Loamy,0.886,0.682,926.2,36.4,3.4,94.57
Maharashtra,Pune,Sugarcane,Kharif,9.18,Alluvial,0.333,0.754,461.9,26.8,5.98,81.1
Karnataka,Belagavi,Rice,Kharif,12.69,Alluvial,0.39,0.669,158.9,36.6,4.65,44.37
Punjab,Ludhiana,Rice,Kharif,13.51,Red,0.613,0.266,363.2,30.7,3.41,57.91
Karnataka,Mysuru,Sugarcane,Rabi,14.81,Alluvial,0.84,0.242,303.1,22.5,1.92,49.2
Maharashtra,Pune,Cotton,Kharif,2.35,Alluvial,0.267,0.232,507.4,23.3,5.68,59.51
Punjab,Amritsar,Cotton,Rabi,6.29,Black,0.228,0.459,633.8,29.2,1.3,55.24
Punjab,Ludhiana,Cotton,Kharif,14.29,Loamy,0.5,0.73,740.8,29.3,4.45,92.44
Karnataka,Belagavi,Maize,Kharif,7.38,Loamy,0.811,0.784,870.3,18.2,2.22,83.0
Maharashtra,Nagpur,Rice,Rabi,5.11,Alluvial,0.28,0.653,498.1,20.4,1.22,41.93
Maharashtra,Nagpur,Wheat,Kharif,7.07,Alluvial,0.768,0.836,963.5,17.5,5.4,100.0
Karnataka,Belagavi,Rice,Kharif,2.68,Black,0.259,0.414,434.8,34.0,5.78,58.06
Karnataka,Mysuru,Rice,Rabi,2.69,Red,0.896,0.81,176.7,29.5,2.9,71.94
Maharashtra,Pune,Wheat,Rabi,7.84,Alluvial,0.436,0.488,745.5,37.1,3.54,64.23
Maharashtra,Nagpur,Cotton,Kharif,13.05,Alluvial,0.77,0.497,499.6,21.6,2.44,63.76
Uttar Pradesh,Kanpur,Sugarcane,Rabi,4.43,Loamy,0.746,0.744,959.6,26.2,1.79,98.04
Karnataka,Mysuru,Cotton,Rabi,4.51,Red,0.419,0.516,837.6,18.6,4.5,73.14
Uttar Pradesh,Kanpur,Sugarcane,Rabi,7.93,Black,0.378,0.518,328.3,38.4,5.54,49.49
Punjab,Amritsar,Rice,Rabi,14.64,Alluvial,0.524,0.706,542.0,16.7,1.23,46.64
Karnataka,Belagavi,Maize,Kharif,11.06,Red,0.701,0.88,344.9,38.5,4.06,63.08
Uttar Pradesh,Kanpur,Wheat,Kharif,2.99,Black,0.726,0.708,997.7,37.8,4.42,95.5
Haryana,Karnal,Maize,Kharif,2.11,Alluvial,0.781,0.377,585.6,25.1,2.73,73.89
Uttar Pradesh,Kanpur,Maize,Kharif,8.09,Red,0.665,0.889,427.7,28.8,3.67,83.63
Punjab,Ludhiana,Rice,Kharif,12.15,Red,0.495,0.791,469.6,18.3,2.71,54.73
Haryana,Karnal,Sugarcane,Rabi,7.44,Red,0.313,0.272,542.6,33.2,2.62,47.59
Karnataka,Mysuru,Cotton,Rabi,3.54,Loamy,0.614,0.49,298.5,23.9,2.47,52.81
Punjab,Ludhiana,Cotton,Rabi,11.83,Black,0.412,0.852,874.9,30.6,1.09,79.71
Haryana,Karnal,Sugarcane,Kharif,5.51,Red,0.447,0.529,843.5,17.5,4.16,70.84
Uttar Pradesh,Kanpur,Wheat,Kharif,2.37,Black,0.413,0.74,327.3,28.6,1.59,56.07
Haryana,Karnal,Sugarcane,Kharif,9.42,Loamy,0.346,0.228,181.9,21.8,5.41,41.55
Punjab,Ludhiana,Maize,Kharif,9.81,Loamy,0.276,0.372,560.8,16.1,4.59,46.15
Karnataka,Mysuru,Rice,Kharif,7.59,Black,0.333,0.616,914.9,35.2,2.21,69.45
Haryana,Hisar,Maize,Rabi,14.49,Loamy,0.753,0.313,309.1,17.0,1.68,36.03
Karnataka,Belagavi,Maize,Rabi,0.89,Red,0.538,0.484,809.6,22.2,2.93,74.46
Karnataka,Belagavi,Sugarcane,Kharif,14.16,Black,0.725,0.835,250.6,30.5,3.5,71.28
Uttar Pradesh,Lucknow,Rice,Kharif,7.53,Alluvial,0.707,0.694,179.3,16.2,5.2,53.46
Karnataka,Belagavi,Cotton,Rabi,6.47,Alluvial,0.446,0.224,703.3,21.8,5.42,71.07
Karnataka,Mysuru,Rice,Rabi,12.34,Alluvial,0.825,0.446,385.3,24.8,5.14,78.59
Punjab,Amritsar,Maize,Kharif,0.64,Loamy,0.697,0.735,824.2,30.6,1.9,88.28
Maharashtra,Pune,Cotton,Kharif,4.49,Red,0.326,0.362,66.1,15.3,2.49,10.82
Maharashtra,Nagpur,Sugarcane,Kharif,0.66,Black,0.893,0.519,991.9,33.0,1.26,90.12
Uttar Pradesh,Kanpur,Maize,Rabi,7.51,Red,0.783,0.566,637.2,25.3,1.75,76.77
Maharashtra,Nagpur,Rice,Rabi,10.85,Black,0.635,0.363,883.1,16.8,4.03,73.21
Punjab,Amritsar,Cotton,Kharif,4.55,Loamy,0.795,0.822,366.4,37.5,3.93,67.34
Punjab,Ludhiana,Rice,Rabi,10.06,Red,0.341,0.26,267.9,23.5,2.67,36.18
Uttar Pradesh,Kanpur,Wheat,Rabi,1.02,Loamy,0.517,0.536,682.5,27.9,5.31,91.97
Haryana,Karnal,Rice,Rabi,3.44,Loamy,0.475,0.68,441.2,37.7,4.08,56.68
Uttar Pradesh,Lucknow,Rice,Rabi,9.83,Red,0.82,0.725,108.5,17.8,4.25,53.1
Uttar Pradesh,Lucknow,Sugarcane,Kharif,6.52,Loamy,0.652,0.301,737.0,32.4,3.57,76.24
Punjab,Amritsar,Maize,Kharif,12.89,Red,0.634,0.797,282.4,26.6,3.9,72.94
Maharashtra,Pune,Sugarcane,Rabi,1.3,Loamy,0.318,0.66,278.5,19.0,4.33,45.2
Punjab,Ludhiana,Cotton,Rabi,7.94,Alluvial,0.422,0.501,752.1,30.6,4.74,83.4
Maharashtra,Pune,Wheat,Rabi,7.4,Red,0.703,0.674,587.8,39.9,2.09,57.5
Karnataka,Mysuru,Maize,Kharif,10.84,Black,0.203,0.823,651.5,26.0,2.66,69.56
Haryana,Hisar,Maize,Kharif,5.38,Red,0.25,0.428,225.4,34.7,4.6,40.32
Uttar Pradesh,Kanpur,Wheat,Rabi,7.05,Black,0.697,0.247,404.0,29.3,2.83,62.32
Maharashtra,Pune,Rice,Rabi,4.15,Black,0.891,0.631,468.5,20.8,4.87,80.34
Karnataka,Mysuru,Maize,Rabi,4.46,Red,0.639,0.368,107.6,24.0,3.92,48.55
Punjab,Ludhiana,Rice,Rabi,0.94,Red,0.421,0.778,429.2,25.4,3.35,67.2
Uttar Pradesh,Kanpur,Maize,Rabi,9.94,Loamy,0.313,0.686,744.2,35.0,5.09,76.77
Karnataka,Belagavi,Maize,Kharif,14.5,Loamy,0.76,0.868,244.5,33.8,2.61,61.97
Haryana,Hisar,Rice,Rabi,14.4,Black,0.347,0.731,690.9,22.6,3.29,70.61
Punjab,Ludhiana,Wheat,Kharif,3.3,Red,0.876,0.666,862.6,28.1,2.18,100.0
